Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case                                                                             s                                                                               s_zk                                                                            s_rxk                                                                           s_zr                                                                            z                                                                               r                                                                               x                                                                               k-1                                                                             q                                                                               a                                                                               m1                                                                                                                                                                                             m2                                                                                                                                                                                             f                                                                                    
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
D4                                                                               61422767792765810101310661509631641526862628279755420630071318279467093339654   72450728318525520142031190690103060966271241855032938942877017186438680730251   104764128711556485382850455828216488413428950703797386069799464234546574103740  107166973197971681613568661085876930242985512102055511441505447766366401239019  47613690733945347231818813992162925587368565337842281102179699902104915777977   113882684218093957239605830443304000913327736160465542604433511333698372604509  27881079315868884189520382221574026578970078885494139751999477672906806039592   42976652211429767998564641040271352661372992513592391998083066491074729263527   45744205405205871512257999576245288716122883822300090811434129486899307899365   15678562387559938589052661933386352810739744457455329818637188792567785440289   -                                                                                                                                                                                              -                                                                                                                                                                                              4.621005837627760855323488025097890202885998301033639850676483847204425869074901     
D25                                                                              95839931897387056321176777230673795694648615276733159287195386932568344629479   106990417254809834473761981341042090141960097632487693863187993006945150950787  104641603879893417270985780898319613405526081923320369806612557067141355173029  102380076735224155682621776702514923901009699820587508036452443528611473510560  47613690733945347231818813992162925587368565337842281102179699902104915777977   82274758672357955726944522815387511884672751642965659161447203680599295207638   27881079315868884189520382221574026578970078885494139751999477672906806039592   29098745203864753051488080491848651867111352908335517724289365938090455015643   6540144837837099361444999471841128206361084543854348749257056596043128881081    4277904167667665260946784624898000805593431662772276797596594587964540294345    -                                                                                                                                                                                              -                                                                                                                                                                                              25.01000795282928108371883045325647836652737730640787958652620758768645827916172     
D18                                                                              47922175052914192873903552203460521380972400639718756867096329894448328832288   87183276129281833114861045836333045536682162498676371915079655528574036395926   76530988160948555182613491375815383697127802420117289334621837507392453930699   69513722588391103893620076638773504415849788988327084194605911018782734359108   47613690733945347231818813992162925587368565337842281102179699902104915777977   27787772245926948049088321359392726270781568676326033833779951406836385074755   27881079315868884189520382221574026578970078885494139751999477672906806039592   67325174160305448120378706184458004663680239688881527513437197056025073690450   21591547535476911019716524435312983034877388348608327327509581124334405526820   4739079981960370834470503332834555311217623942502102212077167645779517778648    -                                                                                                                                                                                              -                                                                                                                                                                                              18.39666696091876123036201540510016212343620864394289927377756765822983220669853     
D109                                                                             106319162808420855758561484266372199258465013155114629402970578625773008285221  114711754856491192837095499317154084194398977109088887090099532327443251846325  107399497189245858345036969957906022916903600325100646695476209439847917933233  112511749780894426121416481645242030138476503455441760008930472255954121151550  70565472807872076671956005237458289291003252024653205674675126569421471800638   95307495434572852872484822617050350765187285188880708834317815025180874804262   85000034636438894466812203362182138131593786202586999258067519538830292953567   11702371496721555557156227454192648363363778068505082559979007673574231076562   6192586972473570362854997378869830880011490300327130605959893630181112866329    1045184276370159590026528825585074298269678049553409101652386912694089557628    -                                                                                                                                                                                              -                                                                                                                                                                                              109.7526603202220323955976103045582748323249047954654784477853552642559874506084     
D14                                                                              79721488245584801480296825355107138674801945486591197816275761620014440773796   20405329344590591724295796456795954586633455763070277892933357076681388322617   59316158900994209756001028898311184088168489723520919923342404543333052451179   105811843063175920163408840549016862994545100376349886606658413197935314196330  70565472807872076671956005237458289291003252024653205674675126569421471800638   94879945757446840966410963562966787713732903609753164902273450554033990280266   85000034636438894466812203362182138131593786202586999258067519538830292953567   28581067504487075968622197767770744928080620216489415846370093388476379553696   26090354817591118683112015193909724319743154889758688790382651577920873422534   1450423792811445430960779773377965715572480817315131445127806886251820506194    -                                                                                                                                                                                              -                                                                                                                                                                                              14.06852910557795652957395635186602349884944495138026291314850743390076243007988     
D1                                                                               53934683022120386670872982229476134552505994059650940132196851988106914101318   5768522718665200693267094869535348096445892391248360671783380167090999852807    48166160303455185977605887359940786456060101668402579460413471821015914248511   63914230880642161890349844404582445702154174244721003612876882068639074227247   70565472807872076671956005237458289291003252024653205674675126569421471800638   18202816810175865830290570689161010566115718658831189803398392109999675278326   85000034636438894466812203362182138131593786202586999258067519538830292953567   99544166232330309887098323068977245665790087455450652827145493455818839339681   9979547858521775219476862175106311149648180185070063480680030080532160125929    4036943729511510573488671353944578804265093134300622728796701585446113471673    -                                                                                                                                                                                              -                                                                                                                                                                                              1.428933149722951285253184803407250797951941379179021334221657584062242930572312     
D5                                                                               78022356966180483602428841639384687901443397568071599452706602694299162850618   72243665556711032731794027331040323291680704215759578029916973838609451710385   5778691409469450870634814308344364609762693352312021422789628855689711140233    99291203112044168229573063814561946253765659147759927661484068036205222471425   79409291318738575945983175764898957418583781178481268015484541917883262519069   31968247019349580844421584583962585945362069916203704855993481937604135233551   109172335590664302526637067825923198984225769631413940800454219845326910005350  59714965165227804303179178364988449106166997006124101411640426577575161029199   21268846145863684627144222175177258352322261579688328208777465341906059620807   14215818528589429720996175113852912844476612829006614826374206668580983988197   -                                                                                                                                                                                              -                                                                                                                                                                                              5.081920918687996176885857319757416919547210634989596901910602414836915811933182     
D1                                                                               18376567444303814516478837591590547766716588269061157425008790454056394279244   7555399956598703005199861507455246388217206736609492969348208368201089363007    10821167487705111511278976084135301378499381532451664455660582085855304916237   29248970333478295476924259717151920499397731481361389746724868722453396552889   79409291318738575945983175764898957418583781178481268015484541917883262519069   41918729780394513137208832300528744564525911514306055840568206126645917840891   109172335590664302526637067825923198984225769631413940800454219845326910005350  51236222541495656814186954019149812490495485648688580543420893328518572335448   10872402889174480960445422125561372732681143212300232321716078268397002273645   7504164555129333556033415466029175034035445056760925103292712185659392005599    -                                                                                                                                                                                              -                                                                                                                                                                                              1.006827595676103402284532820575059794262510749097867016026284408557838799127473     
D6                                                                               64252296781232132955656076674627192579107307344054238646926697566500175319038   19128484144927723521841712801073984420940217681465554095243171937046535692581   45123812636304409433814363873553208158167089662588684551683525629453639626457   74468827870208882621570131384451930213519649630056067073927393256736517548784   84021737770306622975401834952993543070344981245602910530444583500079860901201   101145714343251360575192652314329772465826021308894694491634529240014212673778  78549262653015444498502058813696957949188200173352024909402288022606735106971   17576189789516833540621840044450512039441437622566448406183092075031912321733   10216531088976749665914054709824737634412342286001828427000695690236342229746   2953110247371634960171748415678766772633253628043268084922523425082121940562    -                                                                                                                                                                                              -                                                                                                                                                                                              6.477402650968653201667143774670337736433067297814621200287872299457067664332849     
