Elliptic curve parameters:
name = secp256k1
mode = test
p = 1241690119
a = 1
b = 35
g = (311072572, 523565415)
n = 1241630743

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
D619         464392837   898346312   807677268   475158963   989400015   316519637   1187100601  749525128   1449419     -           -           619.7975271470844524     
D196         1023933568  949816969   74116599    1193785153  1049243979  321620170   1187100601  296207043   4824058     -           -           196.8916976122592224     
D1           371404431   95318169    276086262   681655913   114514193   752811544   1187100601  170551890   61152949    -           -           1.558684749610358120     
D65          229800292   1174715707  296715328   441781423   101823533   276761076   1187100601  587204421   17819161    -           -           65.92429952229512938     
D0           951061852   16882051    934179801   1127117709  626278243   848029973   1187100601  79964563    70782567    -           -           0.238505775016608256     
D232         1026370049  1059453772  1208547020  1154095511  505551100   219813044   1187100601  670042950   4566353     -           -           232.0131124334890447     
D2           665155633   297513117   367642516   934895352   1225937829  519383897   1187100601  304714672   125676195   -           -           2.367298890613293949     
D5           640000941   1081984251  799647433   1064360360  470517132   594912469   1187100601  687441532   215641522   -           -           5.017513514860092668     
D3           584510121   165870707   418639414   1119892800  788917923   372882993   1187100601  912824607   49127442    -           -           3.376335104115536892     
D14          392877577   749047293   885461027   478040854   1215388471  516791319   1187100601  1236896792  52224469    -           -           14.34284172424998710     
D3           452888409   635245244   1059273908  742327524   251276224   669505286   1187100601  923992221   163449294   -           -           3.886497325586490450     
D8           594045934   596821675   1238855002  1117318413  1225285334  573045088   1187100601  1211426601  70773455    -           -           8.432846397000118194     
D0           185183861   79171982    106011879   284947151   499492767   647905603   1187100601  278840867   85420571    -           -           0.926849130989770602     
D3           448416413   162448265   285968148   498993885   340937107   513834879   1187100601  860472014   43796637    -           -           3.709149289247939288     
D15048       600811638   445719093   155092545   751007143   91044988    1238470535  1187100601  1178963647  29618       -           -           15048.92609224120467     
D2           613414621   190586645   422827976   887968545   853492347   206974444   1187100601  1205068232  64306773    -           -           2.963710292226916751     
D24          924229417   575191486   349037931   1104380864  901700019   454064616   1187100601  366947515   23472182    -           -           24.50524139596395426     
D7           592818692   601446953   1233002482  1103212818  90602043    1214905955  1187100601  139231091   82424566    -           -           7.296938063343882211     
D13          1067453233  429325761   638127472   1132226054  1059332412  8990804     1187100601  446066839   31088097    -           -           13.80997238267752445     
D3           801902419   445957421   355944998   1031536704  383651023   76557009    1187100601  683305847   112999564   -           -           3.946541076919553424     
D7           636147880   1225144996  652633627   867544890   614669424   800948935   1187100601  774529553   173353860   -           -           7.067307275419191704     
D3           501354124   329767465   171586659   697337174   362215349   1226691924  1187100601  171078203   109388024   -           -           3.014657847736604146     
D6           882028887   1159375401  964284229   1235185234  333888602   831007368   1187100601  814032164   175716193   -           -           6.597999770004122500     
D20          734616828   1176837852  799409719   869787560   698932012   1082999144  1187100601  1082786558  58763168    -           -           20.02679385835698987     
D5           211921059   330521592   1123030210  363109190   194376857   561679709   1187100601  1052057953  60732928    -           -           5.442214016093543192     
D5           439132278   966824743   713938278   709901103   631939217   955501098   1187100601  359069304   168363453   -           -           5.742485829154383047     
D8           547620830   832979995   956271578   659198906   1027955780  52156458    1187100601  921032648   101308526   -           -           8.222210191864799217     
D55          682839946   721669940   1202800749  700941579   60017887    952750786   1187100601  1129585358  13079525    -           -           55.17554651258359917     
D26          328212977   690770502   879073218   428840974   73281047    691070265   1187100601  242059174   26328986    -           -           26.23612250012210876     
D4           129071460   210551753   1160150450  212160418   1162214948  166907582   1187100601  539792539   45982502    -           -           4.578953815953729529     
D19          372245828   1012694542  601182029   452435940   405126584   182549670   1187100601  540340259   51485380    -           -           19.66955555149830884     
D3           577559309   181525634   396033675   642543373   814410739   138595583   1187100601  992968866   57686797    -           -           3.146744895543429114     
D12          380963110   360167873   20795237    733642761   83330648    164535067   1187100601  190438619   28283459    -           -           12.73422296049432991     
D7           890860962   1079282423  1053209282  1140913603  340388160   1116886066  1187100601  626601484   140703039   -           -           7.670640454325936769     
D19          305891838   1093738581  453784000   554469842   367656707   168248455   1187100601  969058561   57313834    -           -           19.08332604306318087     
D8           1138648187  579539316   559108871   1214868140  373911540   173524150   1187100601  143480494   71568845    -           -           8.097648019889101186     
D4           992873324   170223124   822650200   1061278339  1238535729  837498070   1187100601  1154386364  35203114    -           -           4.835456431496372735     
D3           732938457   1193509350  781059850   1118777291  825627371   463874130   1187100601  1178168051  347099623   -           -           3.438521020807907936     
D3           466444581   113105956   353338625   573888871   558866267   1213293685  1187100601  1097128378  36667421    -           -           3.084644431360471193     
D18          610905429   879138285   973397887   1175080413  1206100828  69614312    1187100601  251397254   46730445    -           -           18.81296625786465333     
D2           598747575   390843219   207904356   1040445398  330890776   547740618   1187100601  826686952   157049752   -           -           2.488658619467288302     
D12          844263364   902671117   1183222990  940770612   46239429    903405164   1187100601  790887996   72205380    -           -           12.50143849391832021     
D3           467880022   121279944   346600078   540655441   1176753467  1038849357  1187100601  1162818021  31227508    -           -           3.883753516290829226     
D22          423332007   1152911517  512051233   796215841   111065129   306193227   1187100601  227514301   50448173    -           -           22.85338493824147011     
D6           655576007   619271395   36304612    1222025489  576649345   1119007285  1187100601  161575446   89126525    -           -           6.948227758234711832     
D33          800478445   1109049041  933060147   1184206253  167683718   1030073447  1187100601  75811234    33022829    -           -           33.58431347598959495     
D4           573174775   540527638   32647137    1023663632  541441969   402391655   1187100601  188933591   122685918   -           -           4.405783865105040009     
D10          940943684   1076579255  1105995172  1221669052  535792636   299246857   1187100601  306478760   98767580    -           -           10.90012790634335679     
D0           652016741   187679026   464337715   1071703528  963294851   624792829   1187100601  966950284   232329954   -           -           0.807812435584608259     
D3           762473380   275073806   487399574   1099237205  39605885    1134887084  1187100601  494602319   88945730    -           -           3.092602714036975130     
D6           553132299   1188927476  605835566   912472675   668694575   521063009   1187100601  90730148    193791923   -           -           6.135072388956066037     
D195         483493037   715684304   1009439476  963327050   252672478   1016333601  1187100601  159083631   3659024     -           -           195.5943180476542378     
D4           663103081   523041863   140061218   800083657   399007353   1089965821  1187100601  1135903413  115180777   -           -           4.541051698236069374     
D10          529229248   966994125   803865866   970472205   318294067   891245904   1187100601  380592283   87986291    -           -           10.99028171331827136     
D16          999063263   727914167   271149096   1085861546  677200942   1015061032  1187100601  926569994   44282150    -           -           16.43809451438107680     
D11          458158459   733204508   966584694   656662564   347084801   823108167   1187100601  873029747   61150249    -           -           11.99021295890389587     
D5           971705463   660577916   311127547   1185635357  61309067    1003218053  1187100601  204548797   115985887   -           -           5.695330122362214637     
D133         544730852   992330818   794030777   1082008570  236523416   510093824   1187100601  110756203   7453134     -           -           133.1427582007783571     
D2           151456725   129220984   22235741    254622463   559152330   514724799   1187100601  761433752   48290987    -           -           2.675882023285214692     
D16          503452976   728699388   1016384331  962610635   521727523   1219596810  1187100601  343672738   44295317    -           -           16.45093516319117887     
D25          1108853287  679263118   429590169   1150495004  101319273   635361972   1187100601  544833986   26168645    -           -           25.95713755909027769     
D6           536281116   384014941   152266175   1008948688  420069703   747923123   1187100601  44946303    63613544    -           -           6.036685222253927559     
D199         803823043   199151418   604671625   823893685   486547366   188884954   1187100601  360118304   997363      -           -           199.6779688037354503     
D8           494212971   653698289   1082145425  578013602   341622870   715134543   1187100601  1070741408  75209816    -           -           8.691661857010792314     
D7           493635951   239986361   253649590   529013513   414916263   1048378937  1187100601  764665043   33727645    -           -           7.115420035997176796     
D6           1060130741  460107736   600023005   1224621174  57771177    700606897   1187100601  525175363   73188143    -           -           6.286643124693025754     
D27          188591899   857089400   573133242   240934441   1113776180  632160765   1187100601  219265264   31564273    -           -           27.15378237921082484     
D35          756626623   1146560182  851697184   860093077   1002302973  1223821652  1187100601  779404882   32361445    -           -           35.42982033095246519     
D20          658645231   944630275   955645699   746213677   801216296   140967718   1187100601  467888788   45666109    -           -           20.68558709479715033     
D10          884675763   213664571   671011192   915512089   798321431   178842736   1187100601  1200752168  21258635    -           -           10.05071920186785275     
D2           690984571   777657451   1154957863  1111324444  662447649   256077637   1187100601  365141929   270644698   -           -           2.873351877005918660     
D1           647619268   342925022   304694246   1091453553  362284744   206546668   1187100601  651001458   203784983   -           -           1.682778666767609662     
D12          493169035   459480324   33688711    645227679   528141928   702956841   1187100601  301399542   36993103    -           -           12.42070242120537982     
D4           579069647   898135666   922564724   963843088   238916613   233140414   1187100601  339053610   194296206   -           -           4.622507482209920249     
D86          868385160   281257641   587127519   930180743   371793816   1081073181  1187100601  879207920   3246998     -           -           86.62082360383344861     
D1           460442172   31079944    429362228   605183341   72146336    1005661998  1187100601  1161534661  26218665    -           -           1.185412910992989154     
D7           786685929   1113246975  915069697   1101627412  327088195   988548783   1187100601  119227201   156802963   -           -           7.099655221438640799     
D0           865841650   183854864   681986786   1187404163  785629999   950336423   1187100601  901087361   222716624   -           -           0.825510286111377119     
D3           507648534   511313099   1237966178  688454393   1060701800  1140320600  1187100601  600928954   146036816   -           -           3.501261620220479197     
D2           670101220   627126062   42975158    1088583673  897451743   656565877   1187100601  526688584   251618767   -           -           2.492366008613340037     
D5           692150004   1085597186  848183561   945466381   355581279   459278418   1187100601  631731013   185517250   -           -           5.851731771573802436     
D19          179565367   422104907   999091203   337761811   312544333   70216758    1187100601  1124760949  21368923    -           -           19.75321390787921319     
D1           365720508   95198943    270521565   463931248   630234664   500554418   1187100601  385321864   71088288    -           -           1.339164940925289971     
D11          490793526   1112664933  619759336   689227512   730711332   552756443   1187100601  463784024   93925554    -           -           11.84624296173967736     
D11          558508809   728780323   1071359229  682575121   1125312341  384515336   1187100601  900539230   62243561    -           -           11.70852552925113008     
D183         390433689   1101040340  531024092   402083364   602447638   868087202   1187100601  1026795468  5994414     -           -           183.6777272974472567     
D3           548660443   673030977   1117260209  900164586   242071569   341521644   1187100601  1189245701  197156300   -           -           3.413692471404667261     
D5           996598693   406892087   589706606   1089276512  416380938   70703960    1187100601  1233014777  69820503    -           -           5.827687706575244810     
D5           613073424   206406549   406666875   804965509   1198704149  678417186   1187100601  872498818   37397169    -           -           5.519309469655310004     
D133         470823183   904361560   808092366   548161666   626917442   69589006    1187100601  752272368   6792285     -           -           133.1454083566870353     
D40          867032277   337248098   529784179   880044081   1046208580  775632951   1187100601  1141089283  8253213     -           -           40.86264319120323200     
D84          82790669    1153817362  170604050   105850661   898748777   12408034    1187100601  389492772   13610693    -           -           84.77285925117846681     
D1           822077814   331734769   490343045   1117834467  235761632   102499489   1187100601  2889443     230564508   -           -           1.438793732294651352     
D13          166726995   956380011   451977727   262347613   699551581   599086323   1187100601  1190684701  71106377    -           -           13.44998931671065170     
D15          259546159   949576202   551600700   456129435   1025907826  991628669   1187100601  676443376   62962883    -           -           15.08152353824077591     
D115         868852311   284607790   584244521   1013251399  694982922   609723211   1187100601  688670489   2457783     -           -           115.7985835201887229     
D12          523684848   858935491   906380100   980719707   1081102958  452517135   1187100601  168682975   66649989    -           -           12.88725630547365881     
D1           1022630776  209642791   812987985   1174950313  263703527   12715913    1187100601  498205150   108713554   -           -           1.928396076537061790     
D2           300272788   331984845   1209918686  477863008   1090414314  657551604   1187100601  849160231   122682568   -           -           2.706047406832892510     
D205         457087035   757588271   941129507   910495998   374849038   1156750126  1187100601  970285656   3678072     -           -           205.9742906066004145     
D0           524999661   178759184   346240477   809906857   227705174   472056713   1187100601  1197523351  240092465   -           -           0.744543082599447675     
D1046        837444269   1108798416  970276596   941992354   655227658   520128371   1187100601  1038165030  1059589     -           -           1046.441984580813881     
D9           757862973   401617913   356245060   900926128   1221510811  668622098   1187100601  187035313   42547198    -           -           9.439350459694196548     
D0           895271811   71661404    823610407   1054306317  603325437   460409702   1187100601  771026717   100099281   -           -           0.715903284060551843     
D5           565699674   597083230   1210247187  796439705   758151339   457897039   1187100601  383303659   104219612   -           -           5.729087055131235760     
D8           973727738   129856236   843871502   1110642785  616937225   550995604   1187100601  1180473901  15322409    -           -           8.474922970663425052     
D1           638750375   99742938    539007437   1196046360  280739308   471343143   1187100601  152924129   81454390    -           -           1.224525013323407123     
D5           702795938   1148989589  795437092   1198100938  377282199   1216348747  1187100601  442019258   207490938   -           -           5.537541061190826560     
D21          490439421   741508087   990562077   718254603   134850601   696729424   1187100601  614840020   34809057    -           -           21.30215957875560949     
D1           430336647   123926824   306409823   547714917   334614862   675427957   1187100601  845049739   78201837    -           -           1.584704768508187346     
D37          371673480   1016919174  596385049   716104716   72826798    66549570    1187100601  664424694   27242244    -           -           37.32875948104715602     
D0           359599385   81033263    278566122   603650505   471876115   657300305   1187100601  213116218   115548265   -           -           0.701293636905755356     
D30          725725289   971552804   995803228   899133034   529038186   665850658   1187100601  775851394   32094309    -           -           30.27180937280811996     
D0           609391149   114972486   494418663   927408866   1151237637  494928316   1187100601  217322829   291373432   -           -           0.394588089966967201     
D6           587463559   420383760   167079799   1106220383  1023849186  912493389   1187100601  718604896   68706735    -           -           6.118523315072387008     
D4           651536535   869725141   1023442137  1118528048  482565644   984080298   1187100601  961423377   184545022   -           -           4.712807376619457120     
D20          879735978   398192017   481543961   920715970   1131616350  391167569   1187100601  436215391   19156146    -           -           20.78664554968415880     
D6           645804337   1161261046  726174034   881081468   987040114   71431043    1187100601  101598171   175250075   -           -           6.626308410994973896     
D153         351907629   760026847   833511525   365252373   554090551   659602354   1187100601  356805114   4944285     -           -           153.7182518807067149     
D46          1126879789  918959377   207920412   1177194439  1100615757  442120349   1187100601  538059697   19957489    -           -           46.04584158858862455     
D69          941488761   601274135   340214626   954093844   1040067956  337658501   1187100601  681275497   8712619     -           -           69.01187059826672094     
D26          352734907   843236488   751129162   388386545   790521144   1126330504  1187100601  223721169   31870165    -           -           26.45849144489838694     
D1           578829503   290436375   288393128   954315198   185170102   917600707   1187100601  525935096   203343808   -           -           1.428302036125929145     
D2           482537638   536449015   1187719366  777971835   709878009   425792331   1187100601  591813211   187103441   -           -           2.867125329886370181     
D8           687541405   577776851   109764554   776165807   954081380   786114541   1187100601  1229298762  67170591    -           -           8.601634173503103463     
D0           309459708   15591048    293868660   562634119   1151062110  138485560   1187100601  89089495    56285297    -           -           0.277000368319989499     
D2           939270936   510418867   428852069   1185506609  889289534   173476152   1187100601  1194061911  200563917   -           -           2.544918720349882277     
D4           753722855   1018314191  977039407   1023718285  113297394   559349519   1187100601  1229871274  213731995   -           -           4.764444326643748400     
D822         1191532060  905802159   285729901   1206992199  1220623126  627737112   1187100601  185171683   1101357     -           -           822.4419139298156728     
D0           872079345   44836818    827242527   1143683370  1195884974  423405009   1187100601  1161672722  57267270    -           -           0.782939679157047297     
D40          782584799   414880934   367703865   805986294   621128261   545999149   1187100601  881705801   10335464    -           -           40.14149089000745394     
D2           697221644   497980231   199241413   1175677762  186605702   788241579   1187100601  1108337115  218765526   -           -           2.276319491947739517     
D1           901870989   355798068   546072921   1139239045  937952278   102282074   1187100601  446087070   189766821   -           -           1.874922423873033105     
D23          519383397   1056133194  704880946   757034019   1102897801  1121099481  1187100601  1018423591  44082153    -           -           23.95829427841239968     
D88          976447922   1078890522  1139188143  996964895   724932244   303996557   1187100601  1044752414  12150191    -           -           88.79617793662667525     
D3           648050063   418152622   229897441   1180752048  1200424757  640637599   1187100601  1076089051  115348078   -           -           3.625137316982429477     
D60          540699633   826724306   955606070   804196364   837520875   323525034   1187100601  1063041265  13706171    -           -           60.31767048579796647     
D3           542545808   345236598   197309210   973670877   742218811   169518620   1187100601  297547828   111420739   -           -           3.098494957926997773     
D9           849647188   993123884   1098154047  998291240   55998829    620062513   1187100601  1215673506  106426928   -           -           9.331509446556608305     
D138         170214612   368489683   1043355672  226062747   38206108    517587394   1187100601  957861408   2670207     -           -           138.0004183196284033     
D30          413698975   1211707381  443622337   538520165   893838527   1218874400  1187100601  171009617   39235405    -           -           30.88300938909640412     
D8           994079233   218215946   775863287   1132199443  873498825   461480973   1187100601  497508360   27237763    -           -           8.011522311872674712     
D8           862488054   329555012   532933042   980418017   586047492   392233565   1187100601  828293255   36978313    -           -           8.912115920485610038     
D13          1049790658  563088104   486702554   1097827618  437924849   1126188590  1187100601  650845613   41014498    -           -           13.72900148625493356     
D11          556840696   1196336991  602134448   670434838   183306036   736487549   1187100601  563012136   102464128   -           -           11.67566654156272134     
D3           770640389   1149593125  862678007   1167725094  439420283   418723499   1187100601  546627345   373555684   -           -           3.077434434112371851     
D6           659001840   1011826063  888806520   824230631   443976933   922014329   1187100601  1176374514  163315467   -           -           6.195531149538947220     
D31          341566798   798486019   784711522   657680617   534632983   37727146    1187100601  431743058   25452979    -           -           31.37102415398999072     
D3           504856116   642783819   1103703040  798347011   556451445   728337528   1187100601  1172516611  211365221   -           -           3.041104946021370280     
D2360        169276774   496590501   914317016   253809983   614907515   1067369330  1187100601  64788008    210356      -           -           2360.714697940633972     
D10          852142326   1127100276  966672793   1222732099  804410393   635519909   1187100601  251338812   110962780   -           -           10.15746249327927797     
D285         845173099   168783224   676389875   985936721   650210774   31128572    1187100601  855533416   591367      -           -           285.4119759810743582     
D12          581510332   794915323   1028225752  655182081   155279832   128562347   1187100601  1053088524  65808089    -           -           12.07929503924661905     
D8           953691279   1086349303  1108972719  1091368038  330429395   722732228   1187100601  1082029458  127630725   -           -           8.511659735537818186     
D2           388316807   248873551   139443256   685871674   342051163   323256347   1187100601  1030685723  90761940    -           -           2.742047503612196918     
D8           345093798   267195580   77898218    656815416   544210057   813905530   1187100601  1091520849  33372180    -           -           8.006536582267026007     
D8           778046655   990576871   1029100527  1107439705  253093389   947540391   1187100601  803673171   119260555   -           -           8.305989109307767350     
D1           790860448   427792896   363067552   1071265377  1019288620  193020496   1187100601  1216684404  230050590   -           -           1.859560090673968712     
D10          738515092   799115960   1181029875  904381794   159641741   694677706   1187100601  342505469   75048284    -           -           10.64802441052482958     
D17          663341040   512128456   151212584   980651173   690448233   486122624   1187100601  336649623   28720774    -           -           17.83129020130167801     
D2           871118798   479223306   391895492   1213413808  611548872   170057197   1187100601  187603778   186528778   -           -           2.569165525761392164     
D21          807248812   337072564   470176248   1071001958  458162693   980300086   1187100601  58870036    15989374    -           -           21.08103569282950039     
D4           253635109   66036145    187598964   313139455   354189695   646940655   1187100601  760407850   15617725    -           -           4.228281968084340068     
D30          149719159   1105094234  286255668   206241205   1114509136  795902250   1187100601  600834029   36675067    -           -           30.13203040637935303     
D77          97718462    193534387   1145814818  192938968   897570453   698132716   1187100601  1125612847  2497956     -           -           77.47710007702297398     
D38          340838051   1190943734  391525060   392443883   183536461   820933148   1187100601  541697245   31203059    -           -           38.16753139491868409     
D1           792602505   470109235   322493270   1215025615  75618443    794561716   1187100601  4668253     370179395   -           -           1.269949763141192664     
D41          1081840443  929858826   151981617   1121073177  760970167   789096826   1187100601  851275042   22556625    -           -           41.22331359412146099     
D2           751101873   166504349   584597524   977957892   1048069948  281303024   1187100601  1170171793  70533816    -           -           2.360631516094351112     
D1           903513650   26846143    876667507   929515784   832140893   835137709   1187100601  905419886   19441094    -           -           1.380896723198807639     
D133         204915635   973884929   472661449   216539575   875058076   17146068    1187100601  230537452   7308655     -           -           133.2509099143412844     
D14          535019353   412941447   122077906   788304369   171439157   756880006   1187100601  58600641    28449321    -           -           14.51498427677764260     
D11          259966272   472608748   1028988267  478495000   854931716   670491043   1187100601  218366208   41437544    -           -           11.40532720761635873     
D20          427761846   1074483797  594908792   614814957   1170258243  338446882   1187100601  800164940   53655624    -           -           20.02555774954737270     
D5           495232350   1231742782  505120311   767479664   1041217175  686934147   1187100601  719137846   222985036   -           -           5.523880902931979704     
D48          202008597   934785293   508854047   384895335   970224291   932896619   1187100601  703254510   19121859    -           -           48.88569113494665973     
D5           679158834   1114629015  806160562   1168335506  484233894   135349660   1187100601  756400976   189982162   -           -           5.867019320477045629     
D1044        304168262   1007942696  537856309   306851478   813448899   57899951    1187100601  243631386   964854      -           -           1044.658255031331165     
D16          153806561   184204996   1211232308  225087691   1165769201  716486883   1187100601  1162407242  11244301    -           -           16.38207621798811682     
D9           383311108   701834352   923107499   695320882   738258587   369573214   1187100601  76591719    71301334    -           -           9.843214882908081355     
D6           1081880393  475562995   606317398   1193939803  1146007292  489419165   1187100601  990107294   73345703    -           -           6.483856252628732728     
D10          481222800   1031588111  691265432   861929914   140167757   301964873   1187100601  1137339779  100515686   -           -           10.26295648024528231     
D5           831332262   808813134   22519128    1174803700  291700036   427015433   1187100601  33584497    144389386   -           -           5.601610730583756343     
D9           420622325   718321535   943931533   506659037   363802309   432932201   1187100601  1132682250  76475477    -           -           9.392834973752435699     
D19          513751704   889768084   865614363   747466437   1027405601  946350627   1187100601  45772146    46322238    -           -           19.20822746085800085     
D1           694039769   420737537   273302232   1054811244  873705317   798392684   1187100601  106822306   333268294   -           -           1.262458939463350210     
D13024       530573671   780538411   991666003   538611758   966283125   627763552   1187100601  480190603   59929       -           -           13024.38570641926279     
D10          419106960   312754428   106352532   548937649   727799573   652056602   1187100601  112838288   29614893    -           -           10.56071443513235047     
D3           507761183   905323681   844068245   781119823   1006018209  39304325    1187100601  528214688   234402543   -           -           3.862260491772907088     
D279         48946550    1163874839  126702454   93732210    480035407   324965667   1187100601  1134640684  4160890     -           -           279.7177620653273698     
D10          487338819   768707076   960262486   692608064   114735946   681460166   1187100601  328960561   76800329    -           -           10.00916384095177508     
D675         748725403   476508148   272217255   759566273   584829453   220854314   1187100601  521724549   705373      -           -           675.5406685540841512     
D6           564156862   952096330   853691275   705241512   578909407   234086746   1187100601  347245763   140902912   -           -           6.757108965923997369     
D10          452394073   545321861   1148702955  651439096   262641717   487306859   1187100601  479570676   54304027    -           -           10.04201513453136725     
D0           920754136   1136641     919617495   973936732   835557522   564118283   1187100601  1112005329  16650004    -           -           0.068266710326315837     
D10          196392564   123480416   72912148    242477109   765347882   803557833   1187100601  395012750   12054384    -           -           10.24361062332177239     
D3           794552374   243220804   551331570   1153813282  954989676   947782032   1187100601  351401109   76030558    -           -           3.198987491318950993     
D1           454573500   220415520   234157980   786191747   4516666     586881360   1105192026  576879554   122955253   -           -           1.792648257167182601     
D8           440816952   710620638   971827057   801090454   426860132   645543184   1105192026  493278172   80543450    -           -           8.822823432569625463     
D4           373732684   607111061   1008252366  614536996   537936028   932326577   1105192026  697207297   132928372   -           -           4.567204516730258307     
D21          459839256   555277735   1146192264  514157606   597394233   243087850   1105192026  172037684   25292456    -           -           21.95428292926554858     
D112         508254016   1013727624  736157135   528223864   120941593   239553403   1105192026  832278526   9007816     -           -           112.5386690847148742     
D5           566381405   755632480   1052379668  786283647   126172143   120667755   1105192026  119328938   126576921   -           -           5.969749256264497064     
D13          679902855   759072907   1162460691  742276474   112301737   165566495   1105192026  260848826   56166665    -           -           13.51465156423298410     
D3           611154892   147193348   463961544   674360647   1239112943  228979461   1105192026  1211764085  42303097    -           -           3.479493428105275601     
D9           246406044   563850068   924186719   340955201   983439848   971027216   1105192026  618299264   57307730    -           -           9.838988003887084691     
D10          1044655259  965936179   78719080    1234513439  609581320   52116864    1105192026  959870079   95364359    -           -           10.12890129109974933     
D5           753962066   522247148   231714918   975130199   409437460   680358151   1105192026  346045655   90457667    -           -           5.773387323818554816     
D9           357099595   424698765   1174031573  514143852   969933418   1160766579  1105192026  1028002710  43011081    -           -           9.874170914234868916     
D50          461814040   1061337869  642106914   535313174   1130274775  63240113    1105192026  1210099251  20819236    -           -           50.97871358007565695     
D2           830282047   573550119   256731928   1134111484  887712957   605009242   1105192026  395334490   222623173   -           -           2.576327123861449948     
D58          727869372   1174397190  795102925   1081689288  26885404    1070036437  1105192026  904836408   20229540    -           -           58.05357857865280179     
D93          997041985   536746843   460295142   1003049696  399526485   661825787   1105192026  999955709   5769670     -           -           93.02903684266171202     
D3           880218531   198770266   681448265   954536265   635898152   977594388   1105192026  661634682   62723457    -           -           3.168994113318722212     
D21          1026956145  914428693   112527452   1125390788  758201369   1130483207  1105192026  732349948   42609715    -           -           21.46056815916276370     
D16          892096715   1133750908  999976550   1057118018  915701749   328593450   1105192026  94805023    66990200    -           -           16.92413081316371648     
D16          492173325   625345567   1108458501  583237220   476031177   860633126   1105192026  281782935   36853850    -           -           16.96825615234229259     
D16          819297696   385843778   433453918   933061238   47950669    372071633   1105192026  983042138   22952902    -           -           16.81023941983458126     
D4           744445662   319126363   425319299   841508377   864500023   606280745   1105192026  136700017   65006657    -           -           4.909133583042118286     
D12          627124500   288399066   338725434   778277327   468654650   920807462   1105192026  573188683   22513192    -           -           12.81022548912655300     
D9           630843993   1029654044  842820692   1157966831  499364775   1014569677  1105192026  1063641567  103721155   -           -           9.927136310813353360     
