Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
D1           53173       19145       34028       16776       66812       40021       37307       96011       16776       -           -           1.141213638531235097     
D49          72854       66155       6699        60933       62509       2002        37307       23830       1328        -           -           49.81551204819277108     
D0           39473       33527       5946        80570       64491       37302       37307       86896       39473       -           -           0.849365389000076001     
D3           58313       7541        50772       65305       8349        83189       37307       96206       2377        -           -           3.172486327303323517     
D3           78914       57649       21265       17380       30893       70735       37307       20927       17380       -           -           3.316973532796317606     
D2           44177       15098       29079       31639       43545       51243       37307       11298       6563        -           -           2.300472344964193204     
D39          1312        51517       49462       23447       76187       84474       37307       32050       1312        -           -           39.26600609756097561     
D19          95038       91157       3881        4589        14267       87491       37307       50032       4589        -           -           19.86424057528873392     
D10          7719        82005       25381       85994       58726       52973       37307       86731       7719        -           -           10.62378546443839875     
D919         92          84606       15153       30548       23361       35856       37307       57715       92          -           -           919.6304347826086956     
D4           15728       64147       51248       32998       99158       58678       37307       46085       15728       -           -           4.078522380467955239     
D2           41868       26623       15245       13172       1513        17597       37307       84863       13172       -           -           2.021181293653203765     
D3           63741       73413       89995       18618       33458       84803       37307       72630       18618       -           -           3.943119561714469867     
D1           44018       21237       22781       28752       92721       742         37307       52815       13486       -           -           1.574744179148746848     
D0           52527       6169        46358       6735        87524       60343       37307       28620       6735        -           -           0.915961395694135115     
D66          48712       43947       4765        41847       21689       80718       37307       23971       657         -           -           66.89041095890410958     
D0           93691       13669       80022       26390       21761       45976       37307       62253       26390       -           -           0.517961348995831754     
D3           13924       41888       71703       33430       60491       17304       37307       16566       13924       -           -           3.008330939385234128     
D6           25117       74540       50244       39103       58693       96049       37307       85557       11131       -           -           6.696613062617913934     
D3           93695       85700       7995        23156       2352        65268       37307       6308        23156       -           -           3.700984626014855760     
D10          29151       27807       1344        55722       62326       52014       37307       15053       2580        -           -           10.77790697674418604     
D5           89737       61757       27980       76607       71648       23364       37307       28469       10957       -           -           5.636305558090718262     
D12          78891       96947       81611       96616       87995       70148       37307       57997       7991        -           -           12.13202352646727568     
D37          77836       85087       92416       83648       12329       43361       37307       91113       2280        -           -           37.31885964912280701     
D0           85433       765         84668       93251       29043       88174       37307       28291       7253        -           -           0.105473597132221149     
D4           94321       94638       99350       21671       41065       99369       37307       42551       21671       -           -           4.367034285450602187     
D3           15104       50498       64273       66482       10368       70700       37307       101         15104       -           -           3.343352754237288135     
D30          34190       93304       40553       29003       85645       49803       37307       69665       3068        -           -           30.41199478487614080     
D38          27845       77959       49553       2037        76198       57726       37307       80290       2037        -           -           38.27147766323024055     
D0           45699       7607        38092       28728       1590        66212       37307       46328       11757       -           -           0.647018797312239516     
D14          82311       66483       15828       72606       66813       58013       37307       27510       4671        -           -           14.23314065510597302     
D0           63032       20693       42339       25631       35112       69951       37307       57501       25631       -           -           0.807342670984354882     
D0           91713       12910       78803       40758       37061       70823       37307       92487       40758       -           -           0.316747632366651945     
D6           4181        27756       76092       42358       11893       41352       37307       55723       4181        -           -           6.638603204974886390     
D11          42285       97999       43953       58998       79541       18944       37307       75768       8859        -           -           11.06208375663167400     
D1           43203       31117       12086       64922       63397       50439       37307       75762       21484       -           -           1.448380189908769316     
D2           77879       66471       11408       32643       86123       90135       37307       81979       32643       -           -           2.036301810495358882     
D1           49886       14619       35267       68862       36409       38408       37307       52017       11934       -           -           1.224987430869783811     
D5           60054       2794        57260       58134       82759       7247        37307       55728       534         -           -           5.232209737827715355     
D1           27325       11849       15476       47915       51991       65158       37307       11462       6735        -           -           1.759317000742390497     
D1           81417       11111       70306       93788       18243       81829       37307       67975       7191        -           -           1.545125851759143373     
D2           83832       94237       89262       38737       19977       79982       37307       32793       38737       -           -           2.432738725249761210     
D80          37181       44154       92694       35772       36092       17818       37307       87457       547         -           -           80.72029250457038391     
D4           29978       58404       71241       12575       6397        67262       37307       95672       12575       -           -           4.644453280318091451     
D2           93399       66992       26407       24059       34587       34514       37307       7742        24059       -           -           2.784488133338875265     
D4           19704       29307       90064       5873        7159        55062       37307       62959       5873        -           -           4.990124297633236846     
D3           87815       53845       33970       64169       78337       6805        37307       84642       16877       -           -           3.190436688985009184     
D2           38358       92446       45579       78988       10500       76286       37307       49007       38358       -           -           2.410083945982585119     
D4           21020       88438       32249       74566       86842       40778       37307       48284       21020       -           -           4.207326355851569933     
D5           13076       74474       38269       28507       93285       35930       37307       88255       13076       -           -           5.695472621596818599     
D23          91112       78039       13073       87603       57130       57068       37307       17051       3387        -           -           23.04074402125775022     
D3           16054       59995       55726       68603       9850        65686       37307       85659       16054       -           -           3.737074872305967360     
D3           22024       83071       38620       93657       76967       24456       37307       89622       22024       -           -           3.771839811115147112     
D4           8232        32954       74945       43146       27206       68361       37307       60792       8232        -           -           4.003158406219630709     
D2           85057       23885       61172       10393       21223       73970       37307       9741        10393       -           -           2.298181468295968440     
D16          30504       70329       59842       17433       97105       55662       37307       22030       4362        -           -           16.12310866574965612     
D2           76110       8630        67480       65818       63808       75979       37307       27213       4066        -           -           2.122479094933595671     
D1           91139       9824        81315       48336       83063       71644       37307       26867       5533        -           -           1.775528646303994216     
D1           31579       38534       92712       74495       5750        13273       37307       89239       31579       -           -           1.220241299597834003     
D2           90990       81887       9103        29678       43267       10309       37307       59129       29678       -           -           2.759181885571804029     
D1           37060       66035       70692       90769       52631       95442       37307       66112       37060       -           -           1.781840259039395574     
D2           93447       43924       49523       16401       74881       46624       37307       4719        16401       -           -           2.678129382354734467     
D41          16207       17782       98092       31983       91524       86224       37307       23302       431         -           -           41.25754060324825986     
D10          78206       24257       53949       82954       46601       80895       37307       94680       2238        -           -           10.83869526362823950     
D1           64674       16265       48409       39932       29540       71408       37307       6293        15190       -           -           1.070770243581303489     
D8           19850       12402       7448        38230       68040       97192       37307       5089        1470        -           -           8.436734693877551020     
D14          50422       73199       76890       95881       32897       5526        37307       97706       4963        -           -           14.74894217207334273     
D47          19420       39249       79838       38021       36307       98570       37307       80455       819         -           -           47.92307692307692307     
D1           50728       44689       6039        76511       63058       30574       37307       23540       24945       -           -           1.791501302866305872     
D25          44070       48042       95695       52513       92966       44791       37307       46398       1855        -           -           25.89865229110512129     
D1           17262       27854       89075       85225       23237       40000       37307       22575       17262       -           -           1.613602131850307032     
D18          97321       97132       189         78924       5250        61296       37307       16231       5336        -           -           18.20314842578710644     
D16          71980       70927       1053        77185       95661       30259       37307       56583       4315        -           -           16.43731170336037080     
D4           20563       97100       23130       56226       35491       61881       37307       775         20563       -           -           4.722073627388999659     
D3           12728       42211       70184       94323       62053       31993       37307       70336       12728       -           -           3.316389063482086737     
D3           91091       94763       95995       27865       91732       67760       37307       2990        27865       -           -           3.400789520904360308     
D54          8780        92163       16284       1698        1737        49232       37307       70629       1698        -           -           54.27738515901060070     
D102         64114       70675       93106       61927       69004       55076       37307       67567       691         -           -           102.2793053545586107     
D2           90443       29515       60928       51677       21583       88545       37307       50516       12911       -           -           2.286035163813802184     
D8           79318       47580       31738       97731       83825       66147       37307       52001       5666        -           -           8.397458524532297917     
D119         50811       86191       64287       720         87030       21129       37307       38087       720         -           -           119.7097222222222222     
D2           93438       83747       9691        40220       72756       81755       37307       51447       40220       -           -           2.082222774738935852     
D0           21748       18162       3586        99331       38576       21620       37307       48723       21748       -           -           0.835111274599963215     
D12          70600       45672       24928       62235       48328       39084       37307       4670        3680        -           -           12.41086956521739130     
D3           19776       69387       50056       60143       24576       78431       37307       99244       19776       -           -           3.508646844660194174     
D4           19877       81469       38075       75984       77217       13546       37307       67508       19877       -           -           4.098656738944508728     
D1           25188       40685       84170       73235       96645       14784       37307       58329       25188       -           -           1.615253295219946006     
D7           92632       30174       62458       97069       10175       26878       37307       48519       3892        -           -           7.752826310380267214     
D32          70597       37443       33154       77541       47958       9285        37307       54211       1157        -           -           32.36214347450302506     
D28          75981       73561       2420        73261       83206       45067       37307       57237       2541        -           -           28.94962613144431326     
D21          57499       57944       99222       68458       83149       26231       37307       90661       2704        -           -           21.42899408284023668     
D6           8227        51062       56832       59374       71554       6787        37307       34199       8227        -           -           6.206636684088975325     
D35          1862        66509       35020       89493       19445       23203       37307       90511       1862        -           -           35.71911922663802363     
D0           19922       18806       1116        90849       51252       19878       37307       17895       19922       -           -           0.943981527959040257     
D0           91136       20962       70174       44373       6720        31464       37307       36696       44373       -           -           0.472404390057016654     
D9           1051        10395       90323       70111       22211       99549       37307       41620       1051        -           -           9.890580399619410085     
D2           52949       72337       80279       24848       96613       80339       37307       92431       24848       -           -           2.911179974243399871     
D25          11176       96262       14581       3748        90321       96574       37307       81549       3748        -           -           25.68356456776947705     
D6           34283       83427       50523       12928       59977       28034       37307       3516        12928       -           -           6.453202351485148514     
D9           63264       33813       29451       51336       87158       23349       37307       50273       3624        -           -           9.330298013245033112     
D117         58562       56435       2127        59167       66709       98634       37307       86181       482         -           -           117.0850622406639004     
D15          85145       58649       26496       58048       78355       23642       37307       71993       3854        -           -           15.21769590036325895     
D2           66139       52940       13199       90363       41167       29965       37307       49100       17691       -           -           2.992482053021310270     
D59          47926       42458       5468        95142       63450       60829       37307       65151       710         -           -           59.8                     
D7           68470       67136       1334        80285       25952       85111       37307       26179       9395        -           -           7.145928685470995210     
D8           16042       28917       86792       9752        2522        50114       37307       35381       3462        -           -           8.352686308492201039     
D4           42685       85739       56613       64290       51989       76462       37307       97811       21080       -           -           4.067314990512333965     
D4           19930       93401       26196       93383       32819       8582        37307       7923        19930       -           -           4.686452584044154540     
D1           6618        796         5822        571         73817       38606       37307       8436        571         -           -           1.394045534150612959     
D104         47285       25524       21761       47705       396         12453       37307       36307       245         -           -           104.1795918367346938     
D0           33360       12457       20903       87761       54429       16220       37307       97078       33360       -           -           0.373411270983213429     
D1           35425       35684       99408       84920       23092       5511        37307       55351       35425       -           -           1.007311220889202540     
C            76873       86671       89869       76469       9871        20030       37307       8884        113         767         -           -                        
D1           96660       36951       59709       62275       80636       5260        37307       98979       27890       -           -           1.324883470778056651     
D1           48940       9986        38954       90580       77894       38786       37307       14016       7300        -           -           1.367945205479452054     
D22          43644       86902       56409       3825        78028       64031       37307       72806       3825        -           -           22.71947712418300653     
D7           51232       69783       81116       37074       41898       21039       37307       86031       8758        -           -           7.967915049097967572     
D2           71879       22030       49849       92891       43008       83445       37307       8320        8843        -           -           2.491236005880357344     
D7           44030       93729       49968       13146       24771       29827       37307       33548       13146       -           -           7.129849383842994066     
D4           68269       93323       74613       43831       96108       55240       37307       61247       19393       -           -           4.812200278450987469     
D59          57907       24052       33855       407         65255       22061       37307       18327       407         -           -           59.09582309582309582     
D15          82355       78953       3402        66890       74098       54487       37307       57410       5030        -           -           15.69642147117296222     
D4           7833        32862       74638       36753       360         5916        37307       81486       7833        -           -           4.195327460743010340     
D5           71489       35664       35825       78705       63908       51767       37307       81134       6545        -           -           5.449045072574484339     
D0           96064       9386        86678       71911       30785       284         37307       50075       23605       -           -           0.397627621266680787     
D0           7031        6889        142         94604       66464       59882       37307       63937       7031        -           -           0.979803726354714834     
D18          29515       81225       47957       4473        84830       99398       37307       34220       4473        -           -           18.15895372233400402     
D1           97561       34367       63194       21460       23337       5980        37307       12549       21460       -           -           1.601444547996272134     
D1           15183       28024       86826       55938       90786       39351       37307       19928       15183       -           -           1.845748534545215043     
D0           97306       37901       59405       42051       86242       69619       37307       24333       42051       -           -           0.901310313666738008     
D0           78854       11093       67761       35245       14829       12759       37307       98505       35245       -           -           0.314739679387147113     
D1           66768       17435       49333       80865       53950       28553       37307       54674       10380       -           -           1.679672447013487475     
D2           65568       76588       88647       31866       73271       47159       37307       46455       31866       -           -           2.403439402497960208     
D6           75380       53906       21474       97887       82675       56708       37307       89188       7859        -           -           6.859142384527293548     
D7           12986       94666       17987       87512       46779       53337       37307       85279       12986       -           -           7.289850608347451101     
D3           29532       8401        21131       2238        45584       70959       37307       41781       2238        -           -           3.753798033958891867     
D4           82413       85548       96532       19009       66698       83874       37307       98431       19009       -           -           4.500394549950023673     
D0           39697       24564       15133       92733       81492       44819       37307       77961       39697       -           -           0.618787313902813814     
D259         84739       99193       85213       72688       31621       41116       37307       79709       382         -           -           259.6675392670157068     
D13          29508       75028       54147       5420        79335       26941       37307       30467       5420        -           -           13.84280442804428044     
D11          57463       9093        48370       55574       67659       45242       37307       13249       793         -           -           11.46658259773013871     
D0           53330       1590        51740       2405        37686       8143        37307       75627       2405        -           -           0.661122661122661122     
D5           12245       61886       50026       49206       16170       8398        37307       57092       12245       -           -           5.053981216823193140     
D17          76938       76754       184         40615       71526       76432       37307       58322       4292        -           -           17.88303821062441752     
D1332        28129       38654       89142       56229       52992       20150       37307       1306        29          -           -           1332.896551724137931     
D7           54130       86326       67471       96434       65659       59965       37307       61923       11826       -           -           7.299678674107897852     
D2           86286       48269       38017       63482       13681       49004       37307       57388       17874       -           -           2.700514714109880273     
D8           71846       84964       86549       10337       38144       73593       37307       91611       10337       -           -           8.219406017219696236     
D0           77054       12578       64476       92939       21619       64044       37307       42036       13514       -           -           0.930738493414237087     
D1           38221       8967        29254       31523       89949       10386       37307       61832       4731        -           -           1.895370957514267596     
D119         60367       32423       27944       60962       88246       59650       37307       43866       272         -           -           119.2022058823529411     
D10          57569       45236       12333       68216       28980       80864       37307       94895       4334        -           -           10.43747115828334102     
D10          6227        63823       42071       20531       55949       22339       37307       48642       6227        -           -           10.24939778384454793     
D18          53608       78558       74717       78258       98703       62159       37307       42308       4308        -           -           18.23537604456824512     
D2005        20648       96271       24044       22708       22264       78055       37307       22544       48          -           -           2005.645833333333333     
D7           4057        30049       73675       48635       85719       10522       37307       92655       4057        -           -           7.406704461424698052     
D1           80928       58003       22925       33966       58148       96956       37307       92200       33966       -           -           1.707678266501795913     
D3           98256       81217       17039       73640       13691       1687        37307       85128       24408       -           -           3.327474598492297607     
D2           61791       23541       38250       74595       63551       36461       37307       14148       10575       -           -           2.226099290780141844     
D2           44179       92860       50986       97213       10027       55991       37307       89637       44179       -           -           2.101903619366667421     
D7           82071       96152       85586       12573       81872       28614       37307       45199       12573       -           -           7.647498608128529388     
D1           68768       43138       25630       30330       89001       28946       37307       91795       30330       -           -           1.422288163534454335     
D9           77856       27563       50293       71615       3784        43294       37307       60034       2964        -           -           9.299257759784075573     
D0           90743       4984        85759       53422       97183       92343       37307       42529       16101       -           -           0.309545990932240233     
D7           4384        32315       71736       13609       45893       4309        37307       61087       4384        -           -           7.371122262773722627     
D1           24057       26392       97332       82503       87872       7336        37307       28229       24057       -           -           1.097061146443862493     
D36          55083       96142       58608       81293       34670       32001       37307       56819       2663        -           -           36.10289147577919639     
D0           79559       8773        70786       17039       52915       52095       37307       65709       17039       -           -           0.514877633663947414     
D76          3691        20015       83343       262         96949       63071       37307       57380       262         -           -           76.39312977099236641     
D1           73606       61626       11980       35876       47028       65674       37307       31880       35876       -           -           1.717750027873787490     
D7           59061       60150       98578       8175        41957       77155       37307       35524       8175        -           -           7.357798165137614678     
D26          29132       84720       44079       42087       31468       885         37307       48791       3222        -           -           26.29422718808193668     
D2           79755       21438       58317       8499        30252       73861       37307       70669       8499        -           -           2.522414401694316978     
D3           45734       31427       14307       82171       24174       96772       37307       50915       9297        -           -           3.380337743358072496     
D3           50296       75103       74860       23248       96825       72936       37307       1201        23248       -           -           3.230514452856159669     
D0           79981       19875       60106       34216       29759       25257       37307       5510        34216       -           -           0.580868599485620762     
D0           90404       33770       56634       36126       41033       44147       37307       26061       36126       -           -           0.934783812212810718     
D3           77439       39178       38261       11829       70948       51046       37307       20429       11829       -           -           3.312029757375940485     
D24          89449       29926       59523       60041       16522       14789       37307       7675        1225        -           -           24.42938775510204081     
D127         611         77625       22653       26402       5168        88448       37307       91910       611         -           -           127.0458265139116202     
D63          45797       43173       2624        30757       1861        25509       37307       21017       677         -           -           63.77104874446085672     
D4           46940       90717       55890       71650       91671       51071       37307       70127       22230       -           -           4.080836707152496626     
D18          1357        24848       76176       77955       8459        10307       37307       73843       1357        -           -           18.31098010316875460     
D11          70946       80569       90044       6820        26507       97133       37307       23522       6820        -           -           11.81363636363636363     
D6           45998       71358       74307       28137       60032       62553       37307       97739       10276       -           -           6.944141689373297002     
D14          74972       50690       24282       39212       75020       92977       37307       62907       3452        -           -           14.68424101969872537     
D1           33881       48194       85354       78153       45810       29223       37307       38049       33881       -           -           1.422449160296331277     
D6           10863       71559       38971       38781       70911       44401       37307       97935       10863       -           -           6.587406793703396851     
D1           47912       3804        44108       54434       15952       17860       37307       36963       2258        -           -           1.684676705048715677     
D6           13710       89613       23764       98844       48501       85157       37307       48476       13710       -           -           6.536323851203501094     
